transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T13913,U006,2021-12-16,Expense,Others,7300.0,Bank Transfer,Pune,
T11359,U135,2021-12-16,Expense,Food,4603.0,Bank Transfer,Ahmedabad,
T8916,U035,2022-10-13,Expense,Entertainment,4719.0,Card,Mumbai,
T5752,U112,2021-12-16,Expense,Rent,27792.0,Bank Transfer,Pune,
T11316,U053,2021-12-16,Expense,Travel,6691.0,Card,Hyderabad,
T4377,U065,2022-04-05,Expense,Rent,5935.0,Bank Transfer,Hyderabad,
T10191,U150,2021-12-16,Expense,Travel,9750.0,Upi,Mumbai,
T10267,U128,2021-10-19,Expense,Rent,6484.0,Upi,Jaipur,
T10019,U029,2021-12-16,Expense,Entertainment,2398.0,Bank Transfer,Lucknow,
T1053,U081,2021-12-16,Expense,Food,498.0,Cash,Delhi,
T2960,U124,2022-09-05,Expense,Rent,35588.0,Cash,Jaipur,
T5402,U053,2021-11-02,Income,Others,13131.0,Card,Lucknow,
T1989,U027,2021-12-16,Expense,Health,6321.0,Cash,Ahmedabad,
T7284,U114,2021-12-16,Expense,Rent,28207.0,Bank Transfer,Unknown,
T11284,U125,2021-12-16,Expense,Travel,5918.0,Card,Chennai,
T1195,U102,2021-12-16,Expense,Rent,10749.0,Cash,Lucknow,
T6008,U053,2023-05-21,Expense,Food,2232.0,Nan,Pune,
T11465,U149,2021-12-16,Expense,Savings,8161.0,Card,Bangalore,
T8940,U088,2024-11-05,Expense,Nan,3825.0,Cash,Bangalore,
T2577,U075,2022-07-13,Expense,Utilities,4923.0,Bank Transfer,Mumbai,
T6064,U104,2023-11-04,Expense,Food,1078.0,Bank Transfer,Delhi,
T1619,U053,2021-12-16,Income,Investment,74630.0,Bank Transfer,Ahmedabad,
T1405,U109,2021-12-16,Income,Freelance,14180.0,Cash,Mumbai,
T0352,U149,2021-12-16,Expense,Utilities,8479.0,Upi,Bangalore,
T5467,U104,2023-11-05,Expense,Food,5292.0,Bank Transfer,Hyderabad,
T10397,U013,2021-12-16,Expense,Travel,3942.0,Bank Transfer,Lucknow,
T3306,U065,2022-07-22,Expense,Entertainment,5918.0,Bank Transfer,Delhi,
T12923,U075,2021-12-16,Expense,Entertainment,8943.0,Card,Pune,
T2497,U149,2021-12-16,Expense,Utilities,3159.0,Card,Delhi,
T12309,U024,2021-12-16,Expense,Rent,12484.0,Card,Bangalore,
T6608,U081,2021-12-16,Expense,Rent,4331.0,Cash,Hyderabad,
T4870,U014,2024-10-04,Expense,Rent,9348.0,Bank Transfer,Jaipur,
T12187,U060,2021-12-16,Expense,Food,8174.0,Bank Transfer,Pune,
T13685,U047,2021-08-03,Income,Investment,74243.0,Cash,Jaipur,
T6605,U124,2023-10-17,Expense,Food,8640.0,Cash,Jaipur,
T3940,U085,2021-06-25,Expense,Food,9784.0,Card,Jaipur,
T12289,U001,2021-12-16,Expense,Rent,45093.0,Card,Pune,
T12849,U049,2021-12-16,Expense,Food,2130.0,Upi,Lucknow,
T6257,U036,2023-02-21,Expense,Food,4816.0,Upi,Pune,
T3936,U039,2021-12-16,Expense,Food,2247.0,Card,Chennai,
T10279,U087,2021-03-13,Income,Freelance,46587.0,Card,Lucknow,
T11375,U060,2021-12-16,Expense,Entertainment,6699.0,Cash,Lucknow,
T2772,U093,2021-12-16,Expense,Travel,3345.0,Bank Transfer,Unknown,
T0177,U038,2022-06-13,Expense,Others,6610.0,Cash,Pune,
T3986,U077,2024-12-20,Expense,Travel,4692.0,Upi,Jaipur,
T3810,U004,2021-12-16,Expense,Education,5305.0,Bank Transfer,Chennai,
T7155,U060,2021-12-16,Income,Bonus,67675.0,Bank Transfer,Bangalore,
T8163,U016,2021-03-29,Expense,Entertainment,7845.0,Cash,Delhi,
T7044,U049,2021-12-16,Expense,Entertainment,7183.0,Cash,Unknown,
T3840,U144,2022-08-23,Expense,Utilities,6908.0,Card,Bangalore,
T3774,U020,2023-09-08,Expense,Rent,47146.0,Card,Delhi,
T3961,U111,2024-07-15,Expense,Health,5749.0,Cash,Pune,
T13582,U133,2021-12-16,Expense,Entertainment,5542.0,Card,Kolkata,
T11104,U121,2021-12-16,Expense,Travel,3429.0,Card,Mumbai,
T8714,U065,2021-06-23,Expense,Entertainment,237.0,Bank Transfer,Jaipur,
T2709,U138,2021-12-16,Expense,Savings,8231.0,Upi,Chennai,
T2156,U018,2021-12-16,Expense,Utilities,9859.0,Upi,Kolkata,
T8551,U065,2024-03-20,Expense,Utilities,2288.0,Upi,Kolkata,
T10622,U030,2022-01-26,Expense,Travel,5756.0,Bank Transfer,Hyderabad,
T9673,U145,2021-12-16,Expense,Rent,28183.0,Upi,Delhi,
T8967,U125,2021-12-16,Income,Others,41720.0,Bank Transfer,Pune,
T11141,U098,2021-12-16,Expense,Rent,7335.0,Bank Transfer,Chennai,
T4430,U147,2024-10-04,Expense,Rent,287.0,Card,Hyderabad,
T11810,U060,2021-12-16,Income,Others,57828.0,Upi,Ahmedabad,
T10574,U061,2021-10-28,Expense,Education,9601.0,Nan,Kolkata,
T9406,U131,2021-12-16,Expense,Entertainment,2186.0,Card,Bangalore,
T2288,U143,2021-12-16,Expense,Entertainment,8093.0,Card,Lucknow,
T1733,U080,2021-12-16,Expense,Travel,2272.0,Bank Transfer,Hyderabad,
T13220,U140,2021-12-16,Expense,Food,4549.0,Cash,Chennai,
T9379,U106,2021-11-26,Expense,Rent,21603.0,Cash,Jaipur,
T0617,U046,2021-01-22,Expense,Food,1641.0,Cash,Kolkata,
T13759,U109,2021-12-16,Expense,Education,7941.0,Upi,Chennai,
T0147,U114,2021-12-16,Expense,Travel,7135.0,Cash,Lucknow,
T4332,U089,2021-12-16,Expense,Food,4265.0,Upi,Hyderabad,
T12052,U046,2021-12-16,Expense,Savings,8634.0,Bank Transfer,Lucknow,
T4585,U003,2024-05-21,Expense,Entertainment,1006.0,Upi,Hyderabad,
T0859,U132,2021-12-16,Expense,Travel,475.0,Bank Transfer,Delhi,
T6964,U028,2021-12-16,Expense,Savings,5918.0,Cash,Delhi,
T5011,U129,2022-07-16,Expense,Travel,6799.0,Card,Bangalore,
T13370,U046,2021-09-23,Expense,Health,5918.0,Card,Delhi,
T1330,U108,2022-03-21,Expense,Rent,1564.0,Nan,Unknown,
T4361,U008,2021-12-16,Expense,Education,5918.0,Bank Transfer,Ahmedabad,
T7760,U089,2024-05-11,Expense,Rent,46614.0,Bank Transfer,Lucknow,
T7501,U047,2021-12-16,Expense,Food,4005.0,Cash,Kolkata,
T13770,U147,2021-12-16,Expense,Food,651.0,Bank Transfer,Chennai,
T10853,U083,2023-04-28,Expense,Travel,4601.0,Upi,Pune,
T5130,U075,2021-09-10,Expense,Rent,46896.0,Upi,Delhi,
T12558,U124,2021-12-16,Expense,Rent,5918.0,Cash,Chennai,
T4248,U058,2022-03-21,Income,Salary,78532.0,Bank Transfer,Kolkata,
T5305,U046,2021-12-16,Income,Bonus,178518.0,Bank Transfer,Pune,
T6784,U022,2021-01-12,Expense,Food,8687.0,Nan,Bangalore,
T1468,U139,2022-12-07,Income,Freelance,57170.0,Upi,Delhi,
T5253,U075,2021-08-07,Expense,Food,7235.0,Card,Bangalore,
T6241,U037,2021-12-16,Expense,Travel,9675.0,Cash,Mumbai,
T4458,U075,2021-12-16,Expense,Food,4895.0,Upi,Ahmedabad,
T4529,U064,2024-01-31,Income,Bonus,21355.0,Bank Transfer,Jaipur,
T5154,U072,2021-12-16,Income,Others,13183.0,Upi,Chennai,
T10901,U086,2022-07-12,Expense,Travel,9364.0,Upi,Delhi,
T12719,U019,2021-05-18,Expense,Food,5042.0,Cash,Jaipur,
T6988,U044,2021-12-16,Expense,Rent,2824.0,Upi,Ahmedabad,
T2128,U126,2023-10-18,Expense,Health,9979.0,Upi,Hyderabad,
T1182,U023,2024-09-20,Expense,Health,8548.0,Nan,Bangalore,
T4182,U117,2021-12-16,Expense,Food,700.0,Bank Transfer,Pune,
T4082,U138,2021-12-16,Expense,Food,6556.0,Upi,Mumbai,
T8735,U023,2023-07-12,Expense,Food,5918.0,Card,Hyderabad,
T8123,U020,2023-05-15,Expense,Rent,5988.0,Bank Transfer,Mumbai,
T7895,U117,2024-08-23,Expense,Utilities,6348.0,Card,Chennai,
T10792,U053,2022-07-15,Expense,Rent,44898.0,Cash,Chennai,
T8838,U010,2021-12-16,Expense,Rent,3221.0,Upi,Delhi,
T1044,U075,2021-05-06,Expense,Food,1810.0,Card,Kolkata,
T8602,U097,2021-12-16,Expense,Rent,9944.0,Upi,Delhi,
T7931,U085,2021-12-16,Expense,Travel,1037.0,Cash,Bangalore,
T13820,U148,2021-12-16,Expense,Utilities,6278.0,Bank Transfer,Hyderabad,
T0241,U148,2021-12-16,Expense,Travel,2963.0,Upi,Unknown,
T9531,U149,2021-12-16,Expense,Utilities,999.0,Cash,Chennai,
T1003,U064,2021-12-16,Income,Investment,43737.0,Upi,Lucknow,
T5549,U114,2021-01-30,Expense,Rent,45894.0,Bank Transfer,Mumbai,
T13844,U006,2024-05-29,Expense,Travel,7040.0,Upi,Jaipur,
T9591,U034,2021-12-16,Expense,Entertainment,5011.0,Upi,Unknown,
T5042,U008,2021-12-16,Expense,Travel,2082.0,Cash,Delhi,
T6831,U145,2021-12-16,Income,Freelance,43378.0,Upi,Unknown,
T0131,U108,2021-12-16,Expense,Entertainment,4167.0,Cash,Pune,
T3349,U130,2022-08-02,Expense,Utilities,6260.0,Card,Mumbai,
T5111,U051,2021-12-16,Expense,Rent,747.0,Card,Chennai,
T2986,U127,2021-12-16,Expense,Travel,3645.0,Nan,Lucknow,
T3113,U079,2023-03-17,Expense,Health,5958.0,Bank Transfer,Mumbai,
T5430,U061,2021-12-16,Income,Investment,49098.0,Cash,Chennai,
T13440,U062,2021-12-16,Expense,Travel,3833.0,Card,Hyderabad,
T1572,U097,2024-06-02,Expense,Education,2715.0,Card,Ahmedabad,
T13022,U105,2023-04-22,Expense,Utilities,9245.0,Bank Transfer,Ahmedabad,
T3628,U116,2024-12-07,Expense,Rent,12316.0,Cash,Jaipur,
T7622,U124,2021-12-16,Expense,Entertainment,2561.0,Bank Transfer,Unknown,
T5287,U129,2024-04-11,Expense,Entertainment,6832.0,Cash,Jaipur,
T6525,U061,2021-04-23,Expense,Rent,9714.0,Cash,Delhi,
