transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,dataset_source
T12220,U122,2021-04-16,Expense,Food,140759.86999999106,Upi,Lucknow,,primary
T2003,U149,2021-04-16,Expense,Travel,8241.0,Upi,Unknown,,primary
T9452,U062,2021-04-16,Expense,Rent,8579.0,Bank Transfer,Ahmedabad,,primary
T4924,U082,2021-04-16,Expense,Food,235.0,Card,Chennai,,primary
T11911,U069,2021-04-16,Expense,Food,1263.0,Upi,Lucknow,,primary
T11270,U022,2023-08-09,Expense,Health,2134.0,Bank Transfer,Jaipur,,primary
T13032,U150,2021-04-16,Expense,Education,2228.0,Cash,Delhi,,primary
T6095,U110,2024-01-11,Expense,Rent,2325.0,Bank Transfer,Delhi,,primary
T0361,U055,2023-08-16,Expense,Utilities,1081.0,Card,Pune,,primary
T7314,U103,2021-04-16,Expense,Entertainment,371.0,Cash,Mumbai,,primary
T11430,U108,2021-04-16,Expense,Food,225.0,Card,Pune,,primary
T12663,U052,2021-04-16,Expense,Rent,23776.0,Upi,Bangalore,,primary
T6106,U008,2021-04-16,Expense,Health,6707.0,Card,Delhi,,primary
T9628,U096,2021-04-16,Expense,Food,8380.0,Bank Transfer,Hyderabad,,primary
T1623,U017,2021-04-16,Expense,Utilities,601.0,Bank Transfer,Jaipur,,primary
T13765,U034,2021-04-16,Expense,Others,3219.0,Cash,Hyderabad,,primary
T10347,U017,2021-04-16,Expense,Rent,8182.0,Cash,Unknown,,primary
T5930,U011,2021-04-16,Expense,Savings,8111.0,Nan,Delhi,,primary
T1627,U069,2021-04-16,Expense,Utilities,5554.0,Bank Transfer,Hyderabad,,primary
T4242,U053,2024-08-15,Income,Salary,41573.0,Bank Transfer,Mumbai,,primary
T12437,U004,2021-04-16,Expense,Edu,3110.0,Bank Transfer,Chennai,,primary
T8670,U030,2021-04-16,Expense,Food,4277.0,Card,Pune,,primary
T11341,U127,2021-04-16,Expense,Food,3047.0,Card,Mumbai,,primary
T9556,U008,2024-06-27,Income,Freelance,10183.0,Nan,Delhi,,primary
T2449,U028,2021-04-16,Expense,Travel,9888.0,Bank Transfer,Delhi,,primary
T4357,U088,2021-04-16,Expense,Rent,7217.0,Cash,Delhi,,primary
T0815,U141,2021-10-05,Expense,Education,9725.0,Bank Transfer,Chennai,,primary
T7919,U086,2023-05-27,Expense,Entertainment,9648.0,Bank Transfer,Kolkata,,primary
T5695,U061,2023-10-22,Expense,Travel,1643.0,Card,Mumbai,,primary
T2471,U066,2021-04-16,Expense,Education,2325.0,Cash,Delhi,,primary
T3475,U046,2022-12-10,Income,Freelance,70075.0,Upi,Kolkata,,primary
T5875,U081,2021-10-31,Expense,Food,864.0,Bank Transfer,Mumbai,,primary
T10128,U104,2024-09-06,Expense,Nan,6228.0,Cash,Hyderabad,,primary
T3491,U061,2021-04-16,Expense,Education,1206.0,Cash,Ahmedabad,,primary
T2225,U028,2023-07-06,Expense,Education,8204.0,Card,Unknown,,primary
T6946,U068,2021-04-16,Expense,Edu,5756.0,Upi,Hyderabad,,primary
T2022,U056,2021-04-16,Expense,Food,5576.0,Bank Transfer,Delhi,,primary
T13529,U123,2021-11-05,Expense,Health,9771.0,Bank Transfer,Pune,,primary
T12210,U118,2022-01-25,Expense,Rent,20509.0,Bank Transfer,Bangalore,,primary
T6904,U063,2024-09-13,Income,Bonus,62193.0,Upi,Chennai,,primary
T0713,U055,2023-08-22,Expense,Utilities,3367.0,Bank Transfer,Ahmedabad,,primary
T7323,U009,2024-05-13,Expense,Health,2721.0,Upi,Bangalore,,primary
T10231,U089,2021-04-16,Expense,Rent,2962.0,Upi,Ahmedabad,,primary
T11570,U052,2022-09-23,Expense,Travel,8283.0,Card,Ahmedabad,,primary
T13926,U134,2024-09-16,Expense,Utilities,3520.0,Cash,Mumbai,,primary
T0884,U115,2021-04-16,Expense,Travel,5524.0,Bank Transfer,Hyderabad,,primary
T5033,U119,2021-12-18,Expense,Travel,140759.86999999106,Upi,Pune,,primary
T8492,U101,2021-04-16,Expense,Entertainment,1800.0,Bank Transfer,Ahmedabad,,primary
T4699,U090,2021-04-16,Income,Investment,32146.0,Cash,Delhi,,primary
T1841,U097,2021-04-16,Income,Others,57173.0,Cash,Unknown,,primary
T3041,U018,2021-07-11,Expense,Rent,2966.0,Cash,Bangalore,,primary
T7693,U116,2021-04-16,Expense,Entertainment,1004.0,Bank Transfer,Kolkata,,primary
T0071,U078,2024-04-26,Expense,Rent,6141.0,Cash,Pune,,primary
T12197,U026,2021-04-16,Expense,Travel,9154.0,Card,Delhi,,primary
T8563,U080,2021-04-16,Expense,Travel,9705.0,Cash,Unknown,,primary
T6626,U049,2022-08-14,Expense,Food,2637.0,Cash,Jaipur,,primary
T7302,U102,2021-04-16,Expense,Food,1073.0,Card,Lucknow,,primary
T6588,U125,2021-04-16,Expense,Food,425.0,Bank Transfer,Jaipur,,primary
T3552,U095,2024-01-21,Income,Bonus,34145.0,Bank Transfer,Hyderabad,,primary
T1620,U040,2021-04-16,Expense,Utilities,527.0,Cash,Mumbai,,primary
T7912,U115,2021-04-16,Expense,Savings,5195.0,Upi,Lucknow,,primary
T3571,U064,2024-10-05,Expense,Entertainment,3143.0,Upi,Chennai,,primary
T10957,U081,2021-04-16,Expense,Travel,2135.0,Cash,Lucknow,,primary
T0294,U080,2021-04-16,Expense,Food,2163.0,Upi,Mumbai,,primary
T9414,U149,2021-04-16,Expense,Rent,42078.0,Upi,Kolkata,,primary
T10537,U079,2021-04-16,Expense,Food,2778.0,Upi,Ahmedabad,,primary
T1125,U105,2024-11-22,Expense,Health,3929.0,Card,Unknown,,primary
T8978,U103,2021-04-16,Income,Freelance,23852.0,Card,Lucknow,,primary
T5936,U022,2021-06-13,Expense,Nan,6856.0,Nan,Chennai,,primary
T3751,U103,2024-05-31,Income,Bonus,49639.0,Nan,Hyderabad,,primary
T0626,U122,2021-04-16,Expense,Education,3150.0,Bank Transfer,Chennai,,primary
T9500,U090,2022-06-07,Expense,Health,9408.0,Cash,Hyderabad,,primary
T1537,U056,2021-04-16,Expense,Entertainment,4114.0,Upi,Delhi,,primary
T9185,U117,2021-04-16,Income,Bonus,14249.0,Bank Transfer,Lucknow,,primary
T7093,U096,2023-03-29,Expense,Travel,9681.0,Upi,Delhi,,primary
T1990,U121,2021-04-16,Expense,Travel,3011.0,Card,Kolkata,,primary
T4706,U150,2021-04-16,Expense,Health,3150.0,Upi,Jaipur,,primary
T8416,U133,2021-04-16,Income,Bonus,32789.0,Cash,Bangalore,,primary
T11932,U100,2023-02-10,Expense,Utilities,6704.0,Upi,Mumbai,,primary
T4683,U062,2022-08-27,Expense,Travel,4427.0,Card,Chennai,,primary
T10528,U071,2021-04-16,Expense,Entertainment,3121.0,Bank Transfer,Pune,,primary
T10806,U149,2021-04-16,Expense,Food,3802.0,Upi,Jaipur,,primary
T10505,U099,2021-04-16,Expense,Education,544.0,Upi,Ahmedabad,,primary
T13682,U145,2021-04-16,Expense,Travel,9053.0,Nan,Lucknow,,primary
T12807,U029,2021-06-05,Income,Freelance,32381.0,Bank Transfer,Chennai,,primary
T6557,U007,2021-04-16,Expense,Travel,8305.0,Upi,Pune,,primary
T0409,U137,2021-02-08,Expense,Utilities,8841.0,Nan,Mumbai,,primary
T10784,U022,2021-04-16,Income,Investment,46219.0,Card,Lucknow,,primary
T2457,U054,2021-04-16,Expense,Travel,2325.0,Cash,Mumbai,,primary
T12395,U062,2021-04-16,Expense,Utilities,4451.0,Bank Transfer,Mumbai,,primary
T1882,U101,2021-04-16,Expense,Education,9358.0,Card,Mumbai,,primary
T13924,U035,2021-04-16,Expense,Rent,3569.0,Cash,Jaipur,,primary
T13453,U110,2024-11-05,Expense,Rent,2979.0,Cash,Hyderabad,,primary
T9836,U058,2024-09-11,Expense,Travel,1863.0,Bank Transfer,Hyderabad,,primary
T13845,U066,2021-04-16,Expense,Rent,34984.0,Upi,Chennai,,primary
T11381,U107,2021-04-16,Income,Investment,44031.0,Bank Transfer,Hyderabad,,primary
T5758,U049,2021-04-16,Expense,Rent,21771.0,Upi,Chennai,,primary
T12059,U077,2021-04-16,Income,Salary,24920.0,Upi,Chennai,,primary
T8889,U131,2021-04-16,Expense,Savings,8861.0,Bank Transfer,Pune,,primary
T10327,U136,2021-04-16,Expense,Health,4201.0,Bank Transfer,Kolkata,,primary
T4967,U113,2022-02-17,Expense,Rent,47473.0,Bank Transfer,Hyderabad,,primary
T11849,U040,2021-04-16,Income,Investment,75822.0,Cash,Mumbai,,primary
T5167,U014,2021-04-16,Expense,Food,677.0,Bank Transfer,Mumbai,,primary
T3952,U120,2021-04-16,Expense,Rent,43252.0,Cash,Delhi,,primary
T5844,U086,2021-04-24,Expense,Food,2615.0,Card,Lucknow,,primary
T13040,U009,2021-04-16,Expense,Food,2855.0,Upi,Bangalore,,primary
T3167,U145,2021-04-16,Income,Bonus,57358.0,Cash,Delhi,,primary
T8867,U105,2021-04-16,Expense,Nan,6348.0,Card,Mumbai,,primary
T5926,U016,2021-04-16,Expense,Rent,4583.0,Bank Transfer,Unknown,,primary
T13662,U129,2021-04-16,Expense,Others,4952.0,Cash,Hyderabad,,primary
T13593,U018,2021-04-16,Expense,Others,3941.0,Bank Transfer,Mumbai,,primary
T12216,U116,2021-04-16,Income,Others,47262.0,Bank Transfer,Kolkata,,primary
T8335,U001,2021-04-16,Expense,Entertainment,1998.0,Upi,Lucknow,,primary
T4933,U018,2021-04-16,Expense,Food,8124.0,Nan,Pune,,primary
T7036,U105,2021-04-16,Expense,Travel,1326.0,Card,Unknown,,primary
T9072,U066,2021-04-16,Expense,Savings,4328.0,Upi,Mumbai,,primary
T8270,U081,2021-04-16,Expense,Food,276.0,Bank Transfer,Pune,,primary
T12265,U094,2022-04-02,Expense,Utilities,4215.0,Card,Hyderabad,,primary
T4637,U005,2021-04-16,Expense,Utilities,6316.0,Upi,Pune,,primary
T9022,U089,2024-03-10,Expense,Rent,21376.0,Upi,Chennai,,primary
T7016,U145,2021-01-09,Expense,Utilities,7391.0,Cash,Hyderabad,,primary
T12109,U144,2021-04-16,Expense,Travel,2990.0,Upi,Mumbai,,primary
T9952,U045,2022-12-24,Expense,Utilities,2230.0,Nan,Delhi,,primary
T13401,U064,2021-09-17,Expense,Food,6197.0,Upi,Unknown,,primary
T11100,U142,2021-04-16,Expense,Food,6502.0,Card,Jaipur,,primary
T4072,U067,2021-04-16,Expense,Nan,6902.0,Card,Delhi,,primary
T8303,U091,2021-04-16,Expense,Food,2325.0,Bank Transfer,Kolkata,,primary
T9115,U060,2021-04-16,Expense,Entertainment,9939.0,Bank Transfer,Pune,,primary
T2668,U126,2021-04-16,Expense,Rent,1518.0,Bank Transfer,Lucknow,,primary
T1256,U035,2021-04-16,Expense,Travel,2985.0,Cash,Delhi,,primary
T7219,U002,2024-06-28,Expense,Education,3150.0,Bank Transfer,Ahmedabad,,primary
T7845,U014,2021-04-16,Expense,Utilities,6671.0,Upi,Ahmedabad,,primary
T4986,U124,2023-07-04,Expense,Travel,1409.0,Upi,Chennai,,primary
T1883,U047,2021-04-16,Expense,Edu,2497.0,Bank Transfer,Kolkata,,primary
T7034,U108,2021-04-16,Expense,Utilities,6324.0,Card,Chennai,,primary
T11835,U125,2021-04-16,Expense,Education,7315.0,Bank Transfer,Jaipur,,primary
T0231,U031,2021-04-16,Expense,Utilities,7080.0,Bank Transfer,Kolkata,,primary
T2017,U090,2022-01-14,Expense,Utilities,7821.0,Cash,Pune,,primary
T9479,U114,2021-08-14,Expense,Rent,988.0,Upi,Unknown,,primary
T1312,U070,2021-04-16,Income,Freelance,23504.0,Bank Transfer,Hyderabad,,primary
T0010,U017,2021-04-16,Expense,Nan,1064.0,Cash,Ahmedabad,,primary
T11433,U083,2021-04-16,Expense,Food,2683.0,Cash,Delhi,,primary
T4446,U017,2021-04-16,Expense,Food,5022.0,Cash,Hyderabad,,primary
T2782,U093,2021-04-01,Expense,Food,7849.0,Nan,Pune,,primary
T11291,U040,2024-06-10,Income,Bonus,33565.0,Cash,Hyderabad,,primary
T6224,U092,2021-04-16,Income,Salary,66678.0,Bank Transfer,Chennai,,primary
T4124,U119,2021-04-16,Expense,Education,6304.0,Upi,Pune,,primary
T10115,U091,2021-04-16,Income,Freelance,50009.0,Bank Transfer,Pune,,primary
T3531,U134,2021-04-16,Expense,Food,5811.0,Bank Transfer,Pune,,primary
T1066,U057,2023-02-05,Expense,Entertainment,7713.0,Upi,Pune,,primary
T9037,U142,2021-04-16,Income,Salary,70693.0,Cash,Ahmedabad,,primary
T12498,U012,2021-04-16,Expense,Health,2603.0,Cash,Kolkata,,primary
T6556,U037,2021-04-16,Expense,Food,314.0,Cash,Mumbai,,primary
T4233,U089,2024-10-30,Expense,Education,9806.0,Bank Transfer,Chennai,,primary
T1925,U060,2023-02-04,Expense,Food,3762.0,Bank Transfer,Hyderabad,,primary
T9678,U092,2021-04-16,Expense,Travel,9891.0,Upi,Unknown,,primary
T3468,U143,2021-04-16,Expense,Health,6869.0,Card,Jaipur,,primary
T2217,U113,2023-04-02,Expense,Rent,6756.0,Bank Transfer,Pune,,primary
T7901,U028,2021-09-07,Expense,Entertainment,356.0,Bank Transfer,Jaipur,,primary
T9324,U093,2021-10-03,Income,Others,20156.0,Cash,Pune,,primary
T6515,U121,2024-03-16,Expense,Health,3790.0,Card,Ahmedabad,,primary
T3401,U071,2021-04-16,Expense,Nan,6766.0,Card,Bangalore,,primary
T2246,U061,2021-04-16,Expense,Food,3765.0,Bank Transfer,Chennai,,primary
T10375,U013,2023-08-06,Income,Freelance,2325.0,Bank Transfer,Delhi,,primary
T7960,U028,2021-04-16,Expense,Entertainment,4638.0,Card,Unknown,,primary
T13793,U141,2021-04-16,Income,Freelance,11650.0,Cash,Hyderabad,,primary
T7316,U144,2021-04-16,Expense,Utilities,5790.0,Nan,Pune,,primary
T4875,U076,2021-04-16,Expense,Rent,12435.0,Upi,Lucknow,,primary
T1216,U042,2021-04-16,Income,Investment,31183.0,Bank Transfer,Jaipur,,primary
T11898,U035,2023-04-13,Expense,Food,775.0,Upi,Unknown,,primary
T3071,U139,2021-04-16,Expense,Entertainment,8230.0,Bank Transfer,Lucknow,,primary
T12468,U043,2021-04-16,Expense,Rent,5582.0,Upi,Ahmedabad,,primary
T5511,U114,2021-04-16,Expense,Food,5918.0,Bank Transfer,Pune,,primary
T5607,U093,2021-04-16,Income,Investment,73830.0,Upi,Pune,,primary
T9770,U040,2021-04-16,Expense,Rent,23340.0,Card,Lucknow,,primary
T11278,U009,2022-07-19,Expense,Rent,40813.0,Upi,Delhi,,primary
T10427,U077,2024-12-31,Expense,Utilities,3414.0,Upi,Pune,,primary
T1377,U044,2021-04-16,Expense,Food,2033.0,Upi,Mumbai,,primary
T2469,U038,2021-04-16,Income,Bonus,44932.0,Bank Transfer,Kolkata,,primary
T6621,U104,2021-04-16,Expense,Food,140759.86999999106,Cash,Jaipur,,primary
T7679,U079,2024-05-03,Expense,Education,2274.0,Cash,Hyderabad,,primary
T8635,U039,2021-04-16,Expense,Travel,330.0,Bank Transfer,Chennai,,primary
T4874,U123,2024-12-30,Expense,Travel,8592.0,Cash,Pune,,primary
T3143,U025,2023-05-01,Expense,Rent,6779.0,Cash,Delhi,,primary
T13475,U033,2021-04-16,Income,Investment,29235.0,Bank Transfer,Unknown,,primary
T8560,U023,2021-04-16,Expense,Health,2143.0,Card,Delhi,,primary
T8417,U089,2022-05-17,Expense,Food,4945.0,Card,Ahmedabad,,primary
T8379,U106,2021-04-16,Expense,Entertainment,8152.0,Upi,Delhi,,primary
T13913,U006,2021-04-16,Expense,Others,7300.0,Bank Transfer,Pune,,primary
T11359,U135,2021-04-16,Expense,Food,4603.0,Bank Transfer,Ahmedabad,,primary
T8916,U035,2022-10-13,Expense,Entertainment,4719.0,Card,Mumbai,,primary
T5752,U112,2021-04-16,Expense,Rent,27792.0,Bank Transfer,Pune,,primary
T11316,U053,2021-04-16,Expense,Travel,6691.0,Card,Hyderabad,,primary
T4377,U065,2022-04-05,Expense,Rent,5935.0,Bank Transfer,Hyderabad,,primary
T10191,U150,2021-04-16,Expense,Travel,9750.0,Upi,Mumbai,,primary
T10267,U128,2021-10-19,Expense,Rent,6484.0,Upi,Jaipur,,primary
T10019,U029,2021-04-16,Expense,Entertainment,2398.0,Bank Transfer,Lucknow,,primary
T1053,U081,2021-04-16,Expense,Food,498.0,Cash,Delhi,,primary
T2960,U124,2022-09-05,Expense,Rent,35588.0,Cash,Jaipur,,primary
T5402,U053,2021-11-02,Income,Others,13131.0,Card,Lucknow,,primary
T1989,U027,2021-04-16,Expense,Health,6321.0,Cash,Ahmedabad,,primary
T7284,U114,2021-04-16,Expense,Rent,28207.0,Bank Transfer,Unknown,,primary
T11284,U125,2021-04-16,Expense,Travel,2325.0,Card,Chennai,,primary
T1195,U102,2021-04-16,Expense,Rent,10749.0,Cash,Lucknow,,primary
T6008,U053,2023-05-21,Expense,Food,2232.0,Nan,Pune,,primary
T11465,U149,2021-04-16,Expense,Savings,8161.0,Card,Bangalore,,primary
T8940,U088,2024-11-05,Expense,Nan,3825.0,Cash,Bangalore,,primary
T2577,U075,2022-07-13,Expense,Utilities,4923.0,Bank Transfer,Mumbai,,primary
T6064,U104,2023-11-04,Expense,Food,1078.0,Bank Transfer,Delhi,,primary
T1619,U053,2021-04-16,Income,Investment,74630.0,Bank Transfer,Ahmedabad,,primary
T1405,U109,2021-04-16,Income,Freelance,14180.0,Cash,Mumbai,,primary
T0352,U149,2021-04-16,Expense,Utilities,8479.0,Upi,Bangalore,,primary
T5467,U104,2023-11-05,Expense,Food,5292.0,Bank Transfer,Hyderabad,,primary
T10397,U013,2021-04-16,Expense,Travel,3942.0,Bank Transfer,Lucknow,,primary
T3306,U065,2022-07-22,Expense,Entertainment,2325.0,Bank Transfer,Delhi,,primary
T12923,U075,2021-04-16,Expense,Entertainment,8943.0,Card,Pune,,primary
T2497,U149,2021-04-16,Expense,Utilities,3159.0,Card,Delhi,,primary
T12309,U024,2021-04-16,Expense,Rent,12484.0,Card,Bangalore,,primary
T6608,U081,2021-04-16,Expense,Rent,4331.0,Cash,Hyderabad,,primary
T4870,U014,2024-10-04,Expense,Rent,9348.0,Bank Transfer,Jaipur,,primary
T12187,U060,2021-04-16,Expense,Food,8174.0,Bank Transfer,Pune,,primary
T13685,U047,2021-08-03,Income,Investment,74243.0,Cash,Jaipur,,primary
T6605,U124,2023-10-17,Expense,Food,8640.0,Cash,Jaipur,,primary
T3940,U085,2021-06-25,Expense,Food,9784.0,Card,Jaipur,,primary
T12289,U001,2021-04-16,Expense,Rent,45093.0,Card,Pune,,primary
T12849,U049,2021-04-16,Expense,Food,2130.0,Upi,Lucknow,,primary
T6257,U036,2023-02-21,Expense,Food,4816.0,Upi,Pune,,primary
T3936,U039,2021-04-16,Expense,Food,2247.0,Card,Chennai,,primary
T10279,U087,2021-03-13,Income,Freelance,46587.0,Card,Lucknow,,primary
T11375,U060,2021-04-16,Expense,Entertainment,6699.0,Cash,Lucknow,,primary
T2772,U093,2021-04-16,Expense,Travel,3345.0,Bank Transfer,Unknown,,primary
T0177,U038,2022-06-13,Expense,Others,6610.0,Cash,Pune,,primary
T3986,U077,2024-12-20,Expense,Travel,4692.0,Upi,Jaipur,,primary
T3810,U004,2021-04-16,Expense,Education,5305.0,Bank Transfer,Chennai,,primary
T7155,U060,2021-04-16,Income,Bonus,67675.0,Bank Transfer,Bangalore,,primary
T8163,U016,2021-03-29,Expense,Entertainment,7845.0,Cash,Delhi,,primary
T7044,U049,2021-04-16,Expense,Entertainment,7183.0,Cash,Unknown,,primary
T3840,U144,2022-08-23,Expense,Utilities,6908.0,Card,Bangalore,,primary
T3774,U020,2023-09-08,Expense,Rent,47146.0,Card,Delhi,,primary
T3961,U111,2024-07-15,Expense,Health,5749.0,Cash,Pune,,primary
T13582,U133,2021-04-16,Expense,Entertainment,5542.0,Card,Kolkata,,primary
T11104,U121,2021-04-16,Expense,Travel,3429.0,Card,Mumbai,,primary
T8714,U065,2021-06-23,Expense,Entertainment,237.0,Bank Transfer,Jaipur,,primary
T2709,U138,2021-04-16,Expense,Savings,8231.0,Upi,Chennai,,primary
T2156,U018,2021-04-16,Expense,Utilities,9859.0,Upi,Kolkata,,primary
T8551,U065,2024-03-20,Expense,Utilities,2288.0,Upi,Kolkata,,primary
T10622,U030,2022-01-26,Expense,Travel,5756.0,Bank Transfer,Hyderabad,,primary
T9673,U145,2021-04-16,Expense,Rent,28183.0,Upi,Delhi,,primary
T8967,U125,2021-04-16,Income,Others,41720.0,Bank Transfer,Pune,,primary
T11141,U098,2021-04-16,Expense,Rent,7335.0,Bank Transfer,Chennai,,primary
T4430,U147,2024-10-04,Expense,Rent,287.0,Card,Hyderabad,,primary
T11810,U060,2021-04-16,Income,Others,57828.0,Upi,Ahmedabad,,primary
T10574,U061,2021-10-28,Expense,Education,9601.0,Nan,Kolkata,,primary
T9406,U131,2021-04-16,Expense,Entertainment,2186.0,Card,Bangalore,,primary
T2288,U143,2021-04-16,Expense,Entertainment,8093.0,Card,Lucknow,,primary
T1733,U080,2021-04-16,Expense,Travel,2272.0,Bank Transfer,Hyderabad,,primary
T13220,U140,2021-04-16,Expense,Food,4549.0,Cash,Chennai,,primary
T9379,U106,2021-11-26,Expense,Rent,21603.0,Cash,Jaipur,,primary
T0617,U046,2021-01-22,Expense,Food,1641.0,Cash,Kolkata,,primary
T13759,U109,2021-04-16,Expense,Education,7941.0,Upi,Chennai,,primary
T0147,U114,2021-04-16,Expense,Travel,7135.0,Cash,Lucknow,,primary
T4332,U089,2021-04-16,Expense,Food,4265.0,Upi,Hyderabad,,primary
T12052,U046,2021-04-16,Expense,Savings,8634.0,Bank Transfer,Lucknow,,primary
T4585,U003,2024-05-21,Expense,Entertainment,1006.0,Upi,Hyderabad,,primary
T0859,U132,2021-04-16,Expense,Travel,475.0,Bank Transfer,Delhi,,primary
T6964,U028,2021-04-16,Expense,Savings,2325.0,Cash,Delhi,,primary
T5011,U129,2022-07-16,Expense,Travel,6799.0,Card,Bangalore,,primary
T13370,U046,2021-09-23,Expense,Health,2325.0,Card,Delhi,,primary
T1330,U108,2022-03-21,Expense,Rent,1564.0,Nan,Unknown,,primary
T4361,U008,2021-04-16,Expense,Education,2325.0,Bank Transfer,Ahmedabad,,primary
T7760,U089,2024-05-11,Expense,Rent,46614.0,Bank Transfer,Lucknow,,primary
T7501,U047,2021-04-16,Expense,Food,4005.0,Cash,Kolkata,,primary
T13770,U147,2021-04-16,Expense,Food,651.0,Bank Transfer,Chennai,,primary
T10853,U083,2023-04-28,Expense,Travel,4601.0,Upi,Pune,,primary
T5130,U075,2021-09-10,Expense,Rent,46896.0,Upi,Delhi,,primary
T12558,U124,2021-04-16,Expense,Rent,2325.0,Cash,Chennai,,primary
T4248,U058,2022-03-21,Income,Salary,78532.0,Bank Transfer,Kolkata,,primary
T5305,U046,2021-04-16,Income,Bonus,140759.86999999106,Bank Transfer,Pune,,primary
T6784,U022,2021-01-12,Expense,Food,8687.0,Nan,Bangalore,,primary
T1468,U139,2022-12-07,Income,Freelance,57170.0,Upi,Delhi,,primary
T5253,U075,2021-08-07,Expense,Food,7235.0,Card,Bangalore,,primary
T6241,U037,2021-04-16,Expense,Travel,9675.0,Cash,Mumbai,,primary
T4458,U075,2021-04-16,Expense,Food,4895.0,Upi,Ahmedabad,,primary
T4529,U064,2024-01-31,Income,Bonus,21355.0,Bank Transfer,Jaipur,,primary
T5154,U072,2021-04-16,Income,Others,13183.0,Upi,Chennai,,primary
T10901,U086,2022-07-12,Expense,Travel,9364.0,Upi,Delhi,,primary
T12719,U019,2021-05-18,Expense,Food,5042.0,Cash,Jaipur,,primary
T6988,U044,2021-04-16,Expense,Rent,2824.0,Upi,Ahmedabad,,primary
T2128,U126,2023-10-18,Expense,Health,9979.0,Upi,Hyderabad,,primary
T1182,U023,2024-09-20,Expense,Health,8548.0,Nan,Bangalore,,primary
T4182,U117,2021-04-16,Expense,Food,700.0,Bank Transfer,Pune,,primary
T4082,U138,2021-04-16,Expense,Food,6556.0,Upi,Mumbai,,primary
T8735,U023,2023-07-12,Expense,Food,2325.0,Card,Hyderabad,,primary
T8123,U020,2023-05-15,Expense,Rent,5988.0,Bank Transfer,Mumbai,,primary
T7895,U117,2024-08-23,Expense,Utilities,6348.0,Card,Chennai,,primary
