transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T12635_D1,U060,2021-04-16,Income,Other Income,64138.0,Bank Transfer,Jaipur,
T13323_D1,U122,2022-03-27,Expense,Travel,1741.0,Card,Lucknow,
T02261,U172,2021-05-02,Income,Salary,77659.0,Card,Ahmedabad,
T02196,U090,2021-04-16,Expense,Food,448.0,Bank Transfer,Kolkata,
T08791,U179,2019-11-12,Expense,Food,299.0,Bank Transfer,Jaipur,
T09528,U142,2022-01-10,Income,Other Income,75061.0,Upi,Mumbai,
T12537_D1,U162,2021-04-16,Income,Bonus,59042.0,Upi,Lucknow,
T14935,U174,2021-04-16,Expense,Education,1152.0,Upi,Kolkata,
T00155,U131,2019-06-10,Expense,Food,47.0,Card,Bangalore,
T10688_D1,U164,2021-04-16,Expense,Rent,160.0,Bank Transfer,Jaipur,
T11189_D1,U045,2021-07-03,Expense,Food,600.0,Cash,Bangalore,
T08825,U183,2021-04-16,Income,Bonus,42819.0,Card,Ahmedabad,
T11091_D1,U150,2021-04-16,Expense,Food,164.0,Bank Transfer,Jaipur,
T14178,U146,2021-04-16,Expense,Rent,349.0,Bank Transfer,Jaipur,
T09491,U106,2021-04-16,Expense,Education,548.0,Upi,Mumbai,
T08671,U042,2021-04-16,Expense,Utilities,2209.0,Card,Bangalore,
T10156_D1,U091,2021-04-16,Expense,Rent,490.0,Bank Transfer,Delhi,
T12486_D1,U034,2021-04-16,Expense,Rent,6523.0,Cash,Delhi,
T02655,U013,2021-04-16,Income,Other Income,76838.0,Upi,Kolkata,
T01251,U136,2021-04-16,Expense,Retn,1364.0,Card,Chennai,
T07139,U025,2021-04-16,Expense,Education,767.0,Card,Pune,
T11750_D1,U049,2021-03-08,Expense,Travel,117.0,Nan,Delhi,
T05211,U001,2021-04-16,Expense,Utilities,102.0,Cash,Lucknow,
T01271,U047,2021-04-16,Expense,Rent,416.0,Upi,Pune,
T12823_D2,U109,2021-04-16,Expense,Entertainment,111.0,Bank Transfer,Hyderabad,
T05730,U076,2021-04-16,Expense,Entertainment,831.0,Bank Transfer,Kolkata,
T00038,U047,2021-04-16,Income,Salary,49333.0,Bank Transfer,Bangalore,
T06339,U036,2021-04-16,Expense,Entertainment,117.0,Upi,Lucknow,
T05864,U044,2021-04-16,Expense,Utilities,366.0,Upi,Jaipur,
T08764,U055,2021-04-16,Expense,Rent,710.0,Card,Mumbai,
T12348_D1,U042,2021-04-16,Expense,Food,480.0,Upi,Lucknow,
T07760,U114,2021-04-16,Income,Salary,72217.0,Cash,Kolkata,
T09286,U160,2019-02-20,Expense,Travel,1945.0,Cash,Jaipur,
T13284_D1,U090,2021-04-16,Expense,Utilities,32.0,Card,Pune,
T13099_D1,U035,2021-04-16,Expense,Entertainment,366.0,Cash,Jaipur,
T07554,U057,2021-04-16,Income,Bonus,69315.0,Cash,Chennai,
T09196,U118,2021-04-16,Expense,Travel,2325.0,Bank Transfer,Bangalore,
T08216,U051,2021-04-16,Income,Salary,42490.0,Cash,Kolkata,
T11884_D1,U077,2021-04-16,Expense,Food,642.0,Cash,Hyderabad,
T06735,U016,2019-06-12,Expense,Travel,614.0,Bank Transfer,Hyderabad,
T11126_D1,U054,2021-04-16,Expense,Health,201.0,Cash,Ahmedabad,
T09160,U129,2021-09-02,Expense,Travel,182.0,Bank Transfer,Delhi,
T03666,U065,2021-04-16,Expense,Entertainment,465.0,Bank Transfer,Delhi,
T02411,U059,2021-04-16,Expense,Rent,1253.0,Upi,Jaipur,
T00296,U082,2021-04-16,Expense,Food,527.0,Bank Transfer,Pune,
T04299,U138,2021-04-16,Expense,Rent,457.0,Upi,Mumbai,
T00859,U091,2021-04-16,Expense,Entertainment,135.0,Upi,Hyderabad,
T04402,U165,2021-04-16,Expense,Food,6543.0,Cash,Pune,
T08652,U162,2021-04-16,Expense,Travel,1713.0,Cash,Jaipur,
T13750_D1,U057,2021-04-16,Expense,Savings,45.0,Upi,Mumbai,
T08158,U112,2021-04-16,Expense,Rent,72.0,Cash,Jaipur,
T03941,U181,2021-04-16,Expense,Food,462.0,Upi,Chennai,
T03627,U165,2020-08-13,Expense,Food,1220.0,Card,Bangalore,
T09082,U100,2021-04-16,Expense,Entertainment,70.0,Cash,Mumbai,
T11961_D1,U143,2019-08-19,Expense,Savings,50.0,Bank Transfer,Pune,
T04197,U143,2021-04-16,Expense,Travel,184.0,Card,Hyderabad,
T04647,U088,2021-04-16,Expense,Rent,2081.0,Bank Transfer,Hyderabad,
T06193,U122,2021-04-16,Income,Bonus,55407.0,Cash,Bangalore,
T02800,U167,2021-04-05,Expense,Food,111.0,Cash,Bangalore,
T08614,U088,2021-04-16,Expense,Rent,437.0,Bank Transfer,Mumbai,
T13650_D1,U082,2021-04-16,Expense,Food,140759.86999999106,Card,Hyderabad,
T11459_D1,U027,2021-04-16,Income,Bonus,72765.0,Bank Transfer,Bangalore,
T05986,U045,2021-04-16,Income,Salary,53363.0,Bank Transfer,Jaipur,
T00664,U148,2021-04-16,Expense,Rent,278.0,Cash,Pune,
T03553,U182,2021-04-16,Expense,Food,374.0,Bank Transfer,Mumbai,
T14023,U034,2021-04-16,Income,Bonus,47686.0,Cash,Ahmedabad,
T07420,U147,2021-04-16,Expense,Utilities,356.0,Cash,Chennai,
T06012,U038,2021-04-16,Expense,Utilities,160.0,Cash,Mumbai,
T09541,U036,2019-01-11,Expense,Rent,234.0,Cash,Lucknow,
T14704,U001,2021-04-16,Income,Other Income,55351.0,Card,Jaipur,
T06040,U077,2021-04-16,Expense,Food,1443.0,Nan,Lucknow,
T00853,U099,2021-04-16,Expense,Others,12728.0,Bank Transfer,Pune,
T08215,U007,2019-07-02,Expense,Entertainment,1972.0,Upi,Unknown,
T02701,U098,2020-10-24,Expense,Rent,969.0,Card,Ahmedabad,
T10274_D1,U087,2020-07-02,Expense,Food,666.0,Upi,Bangalore,
T07840,U116,2021-04-16,Expense,Rent,262.0,Card,Ahmedabad,
T14038,U170,2021-04-10,Income,Bonus,58814.0,Bank Transfer,Hyderabad,
T04166,U074,2021-02-15,Expense,Travel,4409.0,Upi,Kolkata,
T06260,U142,2021-04-16,Expense,Food,261.0,Card,Mumbai,
T12568_D1,U114,2021-04-16,Income,Bonus,66594.0,Card,Kolkata,
T13611_D1,U169,2020-07-29,Expense,Utilities,276.0,Upi,Mumbai,
T01558,U025,2021-04-16,Expense,Food,201.0,Card,Mumbai,
T01152,U142,2021-04-16,Income,Bonus,54405.0,Bank Transfer,Mumbai,
T11060_D1,U111,2021-04-16,Expense,Rent,2070.0,Bank Transfer,Pune,
T06138,U134,2021-04-16,Expense,Food,400.0,Cash,Bangalore,
T14362,U014,2021-02-01,Expense,Travel,77.0,Cash,Hyderabad,
T09447,U027,2021-04-16,Expense,Others,103.0,Bank Transfer,Ahmedabad,
T02373,U051,2021-04-16,Expense,Food,2325.0,Card,Mumbai,
T03813,U157,2022-06-26,Expense,Food,404.0,Bank Transfer,Jaipur,
T11745_D1,U117,2021-04-16,Expense,Rent,360.0,Bank Transfer,Bangalore,
T10177_D1,U005,2021-04-16,Income,Bonus,76426.0,Bank Transfer,Kolkata,
T01467,U006,2021-04-16,Expense,Food,1012.0,Upi,Delhi,
T14435,U068,2021-06-03,Expense,Food,1000.0,Upi,Delhi,
T13053_D1,U037,2021-04-16,Expense,Entertainment,905.0,Bank Transfer,Ahmedabad,
T00150,U146,2021-04-16,Expense,Savings,448.0,Bank Transfer,Mumbai,
T03858,U033,2021-09-28,Expense,Travel,581.0,Upi,Lucknow,
T03914,U034,2021-04-16,Expense,Travel,645.0,Cash,Chennai,
T14175,U093,2021-04-16,Expense,Food,215.0,Card,Kolkata,
T01296,U046,2021-11-04,Expense,Rent,611.0,Card,Kolkata,
T06180,U165,2021-04-16,Expense,Heealth,164.0,Bank Transfer,Unknown,
T05243,U190,2021-04-16,Expense,Travel,303.0,Upi,Kolkata,
T14571,U087,2021-04-16,Expense,Food,2228.0,Cash,Mumbai,
T14344,U163,2020-09-28,Expense,Rent,255.0,Cash,Delhi,
T11456_D1,U076,2019-06-16,Expense,Nan,356.0,Cash,Chennai,
