transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T2017,U090,2022-01-14,0,14,7821.0,2,9,
T9479,U114,2021-08-14,0,10,988.0,4,10,
T1312,U070,2021-12-16,1,5,23504.0,0,4,
T0010,U017,2021-12-16,0,8,1064.0,2,0,
T11433,U083,2021-12-16,0,4,2683.0,2,3,
T4446,U017,2021-12-16,0,4,5022.0,2,4,
T2782,U093,2021-04-01,0,4,7849.0,3,9,
T11291,U040,2024-06-10,1,0,33565.0,2,4,
T6224,U092,2021-12-16,1,11,66678.0,0,2,
T4124,U119,2021-12-16,0,2,6304.0,4,9,
T10115,U091,2021-12-16,1,5,50009.0,0,9,
T3531,U134,2021-12-16,0,4,5811.0,0,9,
T1066,U057,2023-02-05,0,3,7713.0,4,9,
T9037,U142,2021-12-16,1,11,70693.0,2,0,
T12498,U012,2021-12-16,0,6,2603.0,2,6,
T6556,U037,2021-12-16,0,4,314.0,2,8,
T4233,U089,2024-10-30,0,2,9806.0,0,2,
T1925,U060,2023-02-04,0,4,3762.0,0,4,
T9678,U092,2021-12-16,0,13,9891.0,4,10,
T3468,U143,2021-12-16,0,6,6869.0,1,5,
T2217,U113,2023-04-02,0,10,6756.0,0,9,
T7901,U028,2021-09-07,0,3,356.0,0,5,
T9324,U093,2021-10-03,1,9,20156.0,2,9,
T6515,U121,2024-03-16,0,6,3790.0,1,0,
T3401,U071,2021-12-16,0,8,6766.0,1,1,
T2246,U061,2021-12-16,0,4,3765.0,0,2,
T10375,U013,2023-08-06,1,5,5918.0,0,3,
T7960,U028,2021-12-16,0,3,4638.0,1,10,
T13793,U141,2021-12-16,1,5,11650.0,2,4,
T7316,U144,2021-12-16,0,14,5790.0,3,9,
T4875,U076,2021-12-16,0,10,12435.0,4,7,
T1216,U042,2021-12-16,1,7,31183.0,0,5,
T11898,U035,2023-04-13,0,4,775.0,4,10,
T3071,U139,2021-12-16,0,3,8230.0,0,7,
T12468,U043,2021-12-16,0,10,5582.0,4,0,
T5511,U114,2021-12-16,0,4,5918.0,0,9,
T5607,U093,2021-12-16,1,7,73830.0,4,9,
T9770,U040,2021-12-16,0,10,23340.0,1,7,
T11278,U009,2022-07-19,0,10,40813.0,4,3,
T10427,U077,2024-12-31,0,14,3414.0,4,9,
T1377,U044,2021-12-16,0,4,2033.0,4,8,
T2469,U038,2021-12-16,1,0,44932.0,0,6,
T6621,U104,2021-12-16,0,4,999999.0,2,5,
T7679,U079,2024-05-03,0,2,2274.0,2,4,
T8635,U039,2021-12-16,0,13,330.0,0,2,
T4874,U123,2024-12-30,0,13,8592.0,2,9,
T3143,U025,2023-05-01,0,10,6779.0,2,3,
T13475,U033,2021-12-16,1,7,29235.0,0,10,
T8560,U023,2021-12-16,0,6,2143.0,1,3,
T8417,U089,2022-05-17,0,4,4945.0,1,0,
T8379,U106,2021-12-16,0,3,8152.0,4,3,
T13913,U006,2021-12-16,0,9,7300.0,0,9,
T11359,U135,2021-12-16,0,4,4603.0,0,0,
T8916,U035,2022-10-13,0,3,4719.0,1,8,
T5752,U112,2021-12-16,0,10,27792.0,0,9,
T11316,U053,2021-12-16,0,13,6691.0,1,4,
T4377,U065,2022-04-05,0,10,5935.0,0,4,
T10191,U150,2021-12-16,0,13,9750.0,4,8,
T10267,U128,2021-10-19,0,10,6484.0,4,5,
T10019,U029,2021-12-16,0,3,2398.0,0,7,
T1053,U081,2021-12-16,0,4,498.0,2,3,
T2960,U124,2022-09-05,0,10,35588.0,2,5,
T5402,U053,2021-11-02,1,9,13131.0,1,7,
T1989,U027,2021-12-16,0,6,6321.0,2,0,
T7284,U114,2021-12-16,0,10,28207.0,0,10,
T11284,U125,2021-12-16,0,13,5918.0,1,2,
T1195,U102,2021-12-16,0,10,10749.0,2,7,
T6008,U053,2023-05-21,0,4,2232.0,3,9,
T11465,U149,2021-12-16,0,12,8161.0,1,1,
T8940,U088,2024-11-05,0,8,3825.0,2,1,
T2577,U075,2022-07-13,0,14,4923.0,0,8,
T6064,U104,2023-11-04,0,4,1078.0,0,3,
T1619,U053,2021-12-16,1,7,74630.0,0,0,
T1405,U109,2021-12-16,1,5,14180.0,2,8,
T0352,U149,2021-12-16,0,14,8479.0,4,1,
T5467,U104,2023-11-05,0,4,5292.0,0,4,
T10397,U013,2021-12-16,0,13,3942.0,0,7,
T3306,U065,2022-07-22,0,3,5918.0,0,3,
T12923,U075,2021-12-16,0,3,8943.0,1,9,
T2497,U149,2021-12-16,0,14,3159.0,1,3,
T12309,U024,2021-12-16,0,10,12484.0,1,1,
T6608,U081,2021-12-16,0,10,4331.0,2,4,
T4870,U014,2024-10-04,0,10,9348.0,0,5,
T12187,U060,2021-12-16,0,4,8174.0,0,9,
T13685,U047,2021-08-03,1,7,74243.0,2,5,
T6605,U124,2023-10-17,0,4,8640.0,2,5,
T3940,U085,2021-06-25,0,4,9784.0,1,5,
T12289,U001,2021-12-16,0,10,45093.0,1,9,
T12849,U049,2021-12-16,0,4,2130.0,4,7,
T6257,U036,2023-02-21,0,4,4816.0,4,9,
T3936,U039,2021-12-16,0,4,2247.0,1,2,
T10279,U087,2021-03-13,1,5,46587.0,1,7,
T11375,U060,2021-12-16,0,3,6699.0,2,7,
T2772,U093,2021-12-16,0,13,3345.0,0,10,
T0177,U038,2022-06-13,0,9,6610.0,2,9,
T3986,U077,2024-12-20,0,13,4692.0,4,5,
T3810,U004,2021-12-16,0,2,5305.0,0,2,
T7155,U060,2021-12-16,1,0,67675.0,0,1,
T8163,U016,2021-03-29,0,3,7845.0,2,3,
T7044,U049,2021-12-16,0,3,7183.0,2,10,
T3840,U144,2022-08-23,0,14,6908.0,1,1,
T3774,U020,2023-09-08,0,10,47146.0,1,3,
T3961,U111,2024-07-15,0,6,5749.0,2,9,
T13582,U133,2021-12-16,0,3,5542.0,1,6,
T11104,U121,2021-12-16,0,13,3429.0,1,8,
T8714,U065,2021-06-23,0,3,237.0,0,5,
T2709,U138,2021-12-16,0,12,8231.0,4,2,
T2156,U018,2021-12-16,0,14,9859.0,4,6,
T8551,U065,2024-03-20,0,14,2288.0,4,6,
T10622,U030,2022-01-26,0,13,5756.0,0,4,
T9673,U145,2021-12-16,0,10,28183.0,4,3,
T8967,U125,2021-12-16,1,9,41720.0,0,9,
T11141,U098,2021-12-16,0,10,7335.0,0,2,
T4430,U147,2024-10-04,0,10,287.0,1,4,
T11810,U060,2021-12-16,1,9,57828.0,4,0,
T10574,U061,2021-10-28,0,2,9601.0,3,6,
T9406,U131,2021-12-16,0,3,2186.0,1,1,
T2288,U143,2021-12-16,0,3,8093.0,1,7,
T1733,U080,2021-12-16,0,13,2272.0,0,4,
T13220,U140,2021-12-16,0,4,4549.0,2,2,
T9379,U106,2021-11-26,0,10,21603.0,2,5,
T0617,U046,2021-01-22,0,4,1641.0,2,6,
T13759,U109,2021-12-16,0,2,7941.0,4,2,
T0147,U114,2021-12-16,0,13,7135.0,2,7,
T4332,U089,2021-12-16,0,4,4265.0,4,4,
T12052,U046,2021-12-16,0,12,8634.0,0,7,
T4585,U003,2024-05-21,0,3,1006.0,4,4,
T0859,U132,2021-12-16,0,13,475.0,0,3,
T6964,U028,2021-12-16,0,12,5918.0,2,3,
T5011,U129,2022-07-16,0,13,6799.0,1,1,
T13370,U046,2021-09-23,0,6,5918.0,1,3,
T1330,U108,2022-03-21,0,10,1564.0,3,10,
T4361,U008,2021-12-16,0,2,5918.0,0,0,
T7760,U089,2024-05-11,0,10,46614.0,0,7,
T7501,U047,2021-12-16,0,4,4005.0,2,6,
T13770,U147,2021-12-16,0,4,651.0,0,2,
T10853,U083,2023-04-28,0,13,4601.0,4,9,
T5130,U075,2021-09-10,0,10,46896.0,4,3,
T12558,U124,2021-12-16,0,10,5918.0,2,2,
T4248,U058,2022-03-21,1,11,78532.0,0,6,
T5305,U046,2021-12-16,1,0,178518.0,0,9,
T6784,U022,2021-01-12,0,4,8687.0,3,1,
T1468,U139,2022-12-07,1,5,57170.0,4,3,
T5253,U075,2021-08-07,0,4,7235.0,1,1,
T6241,U037,2021-12-16,0,13,9675.0,2,8,
T4458,U075,2021-12-16,0,4,4895.0,4,0,
T4529,U064,2024-01-31,1,0,21355.0,0,5,
T5154,U072,2021-12-16,1,9,13183.0,4,2,
T10901,U086,2022-07-12,0,13,9364.0,4,3,
T12719,U019,2021-05-18,0,4,5042.0,2,5,
T6988,U044,2021-12-16,0,10,2824.0,4,0,
T2128,U126,2023-10-18,0,6,9979.0,4,4,
T1182,U023,2024-09-20,0,6,8548.0,3,1,
T4182,U117,2021-12-16,0,4,700.0,0,9,
T4082,U138,2021-12-16,0,4,6556.0,4,8,
T8735,U023,2023-07-12,0,4,5918.0,1,4,
T8123,U020,2023-05-15,0,10,5988.0,0,8,
T7895,U117,2024-08-23,0,14,6348.0,1,2,
T10792,U053,2022-07-15,0,10,44898.0,2,2,
T8838,U010,2021-12-16,0,10,3221.0,4,3,
T1044,U075,2021-05-06,0,4,1810.0,1,6,
T8602,U097,2021-12-16,0,10,9944.0,4,3,
T7931,U085,2021-12-16,0,13,1037.0,2,1,
T13820,U148,2021-12-16,0,14,6278.0,0,4,
T0241,U148,2021-12-16,0,13,2963.0,4,10,
T9531,U149,2021-12-16,0,14,999.0,2,2,
T1003,U064,2021-12-16,1,7,43737.0,4,7,
T5549,U114,2021-01-30,0,10,45894.0,0,8,
T13844,U006,2024-05-29,0,13,7040.0,4,5,
T9591,U034,2021-12-16,0,3,5011.0,4,10,
T5042,U008,2021-12-16,0,13,2082.0,2,3,
T6831,U145,2021-12-16,1,5,43378.0,4,10,
T0131,U108,2021-12-16,0,3,4167.0,2,9,
T3349,U130,2022-08-02,0,14,6260.0,1,8,
T5111,U051,2021-12-16,0,10,747.0,1,2,
T2986,U127,2021-12-16,0,13,3645.0,3,7,
T3113,U079,2023-03-17,0,6,5958.0,0,8,
T5430,U061,2021-12-16,1,7,49098.0,2,2,
T13440,U062,2021-12-16,0,13,3833.0,1,4,
T1572,U097,2024-06-02,0,2,2715.0,1,0,
T13022,U105,2023-04-22,0,14,9245.0,0,0,
T3628,U116,2024-12-07,0,10,12316.0,2,5,
T7622,U124,2021-12-16,0,3,2561.0,0,10,
T5287,U129,2024-04-11,0,3,6832.0,2,5,
T6525,U061,2021-04-23,0,10,9714.0,2,3,
T11583,U036,2024-10-20,1,0,73654.0,1,8,
T5046,U123,2021-12-16,0,10,5622.0,0,5,
T11781,U065,2021-12-16,0,6,5918.0,1,3,
T9393,U030,2021-12-16,0,13,7748.0,1,1,
T1258,U106,2022-11-14,0,10,4981.0,3,5,
T0928,U102,2021-12-16,0,4,301.0,1,4,
T6037,U009,2021-12-16,0,4,3830.0,1,10,
T12742,U139,2021-12-16,0,13,2985.0,4,6,
T7198,U069,2021-12-16,1,9,79870.0,4,9,
T2353,U082,2021-12-16,0,4,4426.0,0,10,
T7335,U024,2021-12-16,0,3,3640.0,4,3,
T11646,U122,2021-12-16,0,13,1583.0,1,0,
T7798,U040,2023-10-09,0,14,9476.0,4,1,
T3213,U148,2021-12-16,0,13,7070.0,4,4,
T10710,U006,2021-12-16,0,13,7174.0,4,2,
T0922,U086,2022-12-12,0,3,3159.0,0,0,
T13698,U094,2021-12-16,0,14,7296.0,0,3,
T5592,U028,2021-12-16,0,6,1606.0,4,7,
T2671,U058,2021-12-16,0,10,9434.0,4,7,
T6020,U092,2022-08-03,0,4,3280.0,0,5,
T10398,U069,2022-10-06,1,7,5918.0,2,10,
T9004,U011,2021-12-16,0,1,886.0,2,0,
T7005,U026,2022-11-20,0,10,7109.0,0,3,
T12998,U146,2021-12-16,0,3,4201.0,2,5,
T3988,U129,2021-12-16,0,4,655.0,0,4,
T5319,U037,2023-03-10,1,8,61598.0,2,2,
T3862,U042,2021-12-16,1,7,44066.0,2,6,
T5165,U126,2024-12-12,1,9,224611.0,4,3,
T4714,U112,2021-12-16,0,10,46284.0,4,0,
T4195,U097,2021-12-16,1,0,174110.0,1,7,
T11757,U068,2024-09-21,0,4,2044.0,0,9,
T10285,U040,2021-12-16,0,12,5277.0,4,6,
T10345,U058,2021-07-25,0,10,5918.0,4,6,
T8961,U043,2021-05-19,0,13,1115.0,1,1,
T0428,U006,2021-10-09,0,4,2017.0,0,1,
T9117,U119,2021-12-16,0,2,2053.0,0,2,
T9348,U007,2021-12-16,0,3,8839.0,2,2,
T3503,U017,2021-12-16,0,3,9635.0,2,7,
T11648,U132,2021-12-16,1,11,56581.0,0,8,
T0481,U108,2023-07-17,0,14,392.0,0,9,
T0341,U063,2021-12-16,0,12,6027.0,0,7,
T2248,U048,2021-12-16,0,10,26916.0,2,6,
T3455,U150,2021-12-16,0,4,994.0,3,6,
T12178,U072,2021-12-16,1,11,63125.0,2,2,
T4186,U002,2021-12-16,0,4,175.0,0,2,
T9132,U067,2022-08-10,1,5,24394.0,4,3,
T2400,U126,2021-12-16,1,7,67910.0,2,3,
T8437,U143,2021-12-16,0,1,9531.0,4,7,
T8881,U090,2022-11-05,0,14,7838.0,4,1,
T10071,U043,2021-12-16,0,4,2511.0,1,2,
T13867,U026,2023-09-11,0,12,7734.0,2,10,
T13196,U061,2021-12-16,0,10,1461.0,4,5,
T5099,U008,2021-12-16,0,1,2398.0,0,2,
T1027,U011,2021-12-16,1,5,33170.0,1,6,
T2238,U023,2023-09-24,0,13,7858.0,3,6,
T12671,U139,2024-10-30,0,4,3913.0,1,4,
T4155,U042,2022-12-09,0,13,5279.0,2,5,
T8170,U148,2021-12-16,0,12,4694.0,4,0,
T11558,U012,2021-12-16,0,4,2060.0,4,4,
T11219,U135,2021-11-12,0,10,32436.0,1,10,
T13688,U003,2024-12-01,0,4,7717.0,3,7,
T12772,U145,2021-12-16,1,9,42921.0,2,8,
T13289,U072,2021-12-16,0,4,3021.0,0,0,
T9714,U092,2022-12-25,0,4,5918.0,1,2,
T6767,U099,2024-08-03,0,4,1574.0,1,3,
T12720,U031,2024-10-30,0,8,6879.0,2,7,
T0721,U005,2021-12-16,0,10,5599.0,0,1,
T3212,U143,2021-12-16,0,3,4374.0,0,4,
T8580,U118,2024-01-10,0,13,552.0,1,3,
T11720,U080,2021-12-16,0,14,1686.0,3,2,
T8316,U116,2021-05-22,1,7,30473.0,0,3,
T2817,U104,2021-12-16,0,14,3325.0,4,6,
T9620,U088,2021-12-16,0,10,46991.0,4,7,
T1400,U066,2021-12-16,0,13,5535.0,1,5,
T2220,U092,2021-12-16,0,10,33228.0,4,5,
T9269,U093,2021-12-16,0,10,999999.0,0,1,
T6710,U008,2021-12-16,1,5,44802.0,1,7,
T7206,U142,2021-12-16,0,10,9188.0,1,0,
T7386,U054,2021-12-16,0,2,8716.0,0,9,
T0019,U011,2021-12-16,0,2,9273.0,1,1,
T13011,U031,2023-06-28,0,10,39845.0,2,3,
T5686,U139,2021-12-16,1,11,18231.0,4,3,
T13942,U125,2021-12-16,0,4,9636.0,2,8,
T10500,U042,2021-12-16,0,2,7121.0,2,2,
T1516,U076,2021-12-16,0,6,5447.0,4,8,
T4498,U109,2024-10-26,0,9,2163.0,1,2,
T0053,U089,2021-12-16,0,4,6402.0,4,6,
T5945,U039,2022-02-13,0,10,19467.0,0,1,
T4812,U066,2021-12-16,0,6,1336.0,2,0,
T4854,U111,2021-12-16,0,13,7761.0,2,1,
T5368,U033,2021-12-16,0,8,9556.0,0,7,
T8845,U040,2021-12-16,0,14,8138.0,0,9,
T7231,U038,2023-11-22,1,8,13959.0,2,2,
T2058,U121,2022-11-17,0,12,3084.0,2,5,
T12121,U105,2021-12-16,0,2,887.0,4,6,
T7330,U147,2023-12-21,0,4,7874.0,0,9,
T8770,U028,2021-12-16,0,14,7174.0,4,1,
T13194,U017,2022-09-20,0,13,5391.0,3,5,
T8201,U104,2021-12-16,0,14,4771.0,0,9,
T11881,U089,2021-12-16,0,3,9430.0,0,7,
T12496,U018,2021-12-16,0,4,5045.0,2,2,
T6321,U138,2021-01-11,0,10,29287.0,1,3,
T9997,U105,2021-12-16,0,13,9991.0,0,10,
T6756,U091,2023-11-09,0,2,3891.0,2,4,
T3533,U130,2021-12-16,0,10,37865.0,4,1,
T6023,U033,2023-07-30,0,10,5918.0,0,10,
T11620,U149,2021-12-16,0,9,4955.0,1,2,
T1544,U083,2021-12-16,0,10,9757.0,0,4,
T5786,U149,2021-12-16,1,11,43818.0,0,3,
T4990,U093,2021-12-16,0,13,3607.0,1,0,
T5113,U094,2021-12-16,0,6,1150.0,0,9,
T0591,U021,2021-12-16,0,9,999999.0,0,8,
T7367,U063,2021-12-16,0,4,1453.0,1,7,
T7885,U040,2021-12-16,1,11,69923.0,0,4,
T8892,U063,2021-12-16,0,4,9369.0,0,4,
T1799,U086,2022-05-31,0,4,2186.0,0,2,
T13397,U132,2021-12-16,0,3,2642.0,2,3,
T6170,U073,2021-12-16,1,7,27454.0,3,6,
T4918,U130,2022-05-01,0,10,20656.0,1,6,
T13238,U059,2021-12-16,1,7,10347.0,2,1,
T3437,U092,2023-08-28,1,11,5918.0,1,5,
T9845,U086,2021-12-16,0,13,388.0,1,8,
T12697,U004,2023-10-30,0,4,5918.0,4,5,
T3845,U117,2021-12-16,0,4,3756.0,0,5,
T9152,U068,2021-12-16,0,9,4153.0,4,3,
T5889,U061,2021-12-16,1,0,36129.0,4,6,
T1409,U060,2021-12-16,0,13,384.0,0,3,
T13399,U119,2021-12-16,0,3,3700.0,1,0,
T7644,U076,2021-12-16,0,4,3901.0,0,7,
T0997,U087,2021-12-16,0,10,3507.0,4,3,
T8909,U002,2021-12-16,0,3,5918.0,2,2,
T10044,U062,2021-12-16,1,11,63348.0,1,6,
T0328,U095,2021-12-16,1,7,45361.0,1,4,
T1479,U045,2021-12-16,0,4,236.0,2,10,
T6902,U016,2021-12-16,0,10,6168.0,3,8,
T2648,U033,2021-03-26,0,10,6798.0,2,1,
